135	1	A and A Laboratory
147	2	A. C. A. Laboratories
157	3	ACF Industries, Inc
207	4	A C H Fiber Service, Inc
213	5	ADC Inc
221	6	AER, Inc
229	7	AMP, Inc
237	8	APCO Research Laboratory
245	9	ARC Laboratories
255	10	A. R. F. Products, Inc
265	11	A. R. & T. Electronics, Inc
275	12	Abbl Engineering Co.
287	13	Abbott Laboratories
299	14	Abrams Aerial Survey Corp
309	15	Ace Engineering & Machine Co.
315	16	Ace Glass Inc
325	17	Aceto Chemical Co.
335	18	Acheson Industries, Inc
375	19	Acme Battery Corp
383	20	Acme Industries, Inc
393	21	Acme Precision Products Corp
403	22	Acme Protection Equipment Co.
415	23	Acme Steel Co.
427	24	Acoustica Associates, Inc
447	25	Aera Electric Corp
457	26	Acromark Co.
467	27	Acrometal Products, Inc
475	28	Acton Laboratories
485	29	Actuation Research Corp
495	30	Adair, George P., Engineering Co.
505	31	Adam Laboratory
515	32	Adams, R. P., Co.
525	33	Addressograph-Multigraph Corp
539	34	Adelphi College. Adelphi Research Center,
549	35	Adhesive Products, Inc
559	36	Adolph’s Food Products Manufacturing Co.
565	37	Advanced Dynamics, Inc
571	38	Advanced Instrument Corp
581	39	Advanced Research Associates, Inc
591	40	Advanced Technology Corp
603	41	Ad-Yu Electronics Laboratory
611	42	Aero Design & Engineering Co.
623	43	Aero Electronics Co.
633	44	Aero Geo Astro Corp
645	45	Aero Medical Products Co.
653	46	Aero Research Instrument Co.
665	47	Aero Service Corp
673	48	Aero Supply Manufacturing Co.
685	49	AeroChem Research Laboratories
695	50	Aeroflex Corp
705	51	Aerolux Light Corp
715	52	Aerometric Research, Inc
721	53	Aeronautical Research Associates of Prince
733	54	Aeronca Manufacturing Co.
753	55	Aeronetics, Inc
763	56	Aeroprojects, Inc
779	57	Aerotec Industries, Inc
789	58	Aerovox Corp
807	59	Aetna Casualty & Surety Co.
815	60	Aetna Chemical Co.
827	61	Air & Refrigeration Corp
841	62	Air Products, Inc
851	63	Air Reduction Co.
939	64	Air Refresher Manufacturing Co.
951	65	Airborne Accessories Corp
961	66	Aircraft Armaments, Inc
973	67	Aircraft Tools, Inc
983	68	Airkem Inc
993	69	Air-Marine Motors, Inc
1007	70	Airpax Electronics Inc
1019	71	Ajax Magnethermic Corp
1045	72	Alabama By-Products Corp
1057	73	Alaka Research Laboratories
1069	74	Alan Wood Steel Co.
1079	75	Albany Felt Co.
1091	76	Albemarle Paper Manufacturing Co.
1101	77	Albion Malleable Iron Co.
1111	78	Alcar Instruments, Inc
1125	79	Al-Chem Laboratory
1135	80	Alco Oil & Chemical Corp
1141	81	ALCO Products, Inc
1153	82	Alco Valve Co.
1163	83	Alcon Laboratories
1175	84	Alcor, Inc
1185	85	Aldan Rubber Co.
1197	86	Alden Engineering Co.
1207	87	Alderson Research Laboratories
1213	88	Aldridge Industrial Oils, Inc
1225	89	Alfax Paper & Engineering Co.
1235	90	Alford, Andrew, Consulting Engineers
1243	91	Algood Products, Inc
1251	92	Alkyll Chemicals, Inc
1265	93	Allegany Instrument Co.
1275	94	Allegheny Ludlum Steel Corp
1287	95	Allen-Bradley Co.
1299	96	Allen Industries, Inc
1309	97	Alles, Gordon A.
1319	98	Allied Analytical & Research Laboratories
1327	99	Allied Chemical Corp
1441	100	Allied Laboratories
1463	101	Allied Mills, Inc
1481	102	Allied Paper Corp
1489	103	Allied Record Manufacturing Co.
1501	104	Allied Research Associates, Inc
1511	105	Allied Research Products, Inc
1521	106	Allied Thermal Corp
1535	107	Allis, Louis, Co.
1547	108	Allis-Chalmers Manufacturing Co.
1557	109	Allison Laboratories
1569	110	Alloy Manufacturing Co.
1579	111	Alloy Rods Co.
1589	112	Alloy Socket Screw Products Co.
1597	113	Alloy Steel Products Co.
1605	114	Alloyd Corp
1613	115	All-State Welding Alloys Co.
1621	116	All-Tronics, Inc
1631	117	Almasol Corp
1641	118	Ahnay Research and Testing Corp
1647	119	Alox Corp
1659	120	Alpha Molykote Corp
1667	121	Alton Foundry and Machine Works, Inc
1673	122	Alto Scientific Co.
1683	123	Alton Box Board Co.
1693	124	Aluminum Co.
1719	125	Aluminum Industries, Inc
1729	126	Amalgamated Chemical Corp
1799	127	Amber Laboratories
1809	128	Arncel Propulsion, Inc
1819	129	Amchem Products, Inc
1735	130	Amerac, Inc
1745	131	Amerace Corp
1757	132	Amercoat Corp
1767	133	American Adhesive Manufacturing Co.
1777	134	American Agar and Chemical Co.
1789	135	American Agricultural Chemical Co.
1889	136	American Air Filter Co.
1899	137	American Alcolac Corp
1907	138	American Bakeries Co.
1917	139	American Better Chemicals
1925	140	American Biltrite Rubber Co.
1851	141	American Bio-Chemical Laboratory
1857	142	American Bio-Synthetics Corp
1867	143	American Bosch Arma Corp
1939	144	American Bottlers of Carbonated Beverages
1949	145	American Brake Shoe Co.
1963	146	American Can Co.
2023	147	American Cast Iron Pipe Co.
2033	148	American Chain & Cable Co.
2043	149	American Chicle Co.
2051	150	American Cholesterol Products, Inc
2059	151	American Colloid Co.
2075	152	American Cyanamid Co.
2119	153	American Cystoscope Makers, Inc
2129	154	American Dry Milk Institute, Inc
2139	155	American Dyewood Co.
2149	156	American Electric Power Service Corp
2157	157	American Electronic Laboratories
2163	158	American Electronics, Inc
2173	159	American Enka Corp
2187	160	American Excelsior Corp
2199	161	American Felt Co.
2205	162	American Finish & Chemical Co.
2215	163	American Furnace Co.
2227	164	American Gas Association, Inc
2235	165	American Hardware Corp
2245	166	American Home Products Corp
2331	167	American Institute for Research
2337	168	American Institute of Architects
2347	169	American Institute of Baking
2355	170	American Institute of Engineering and
2365	171	American Institute of Laundering, Inc
2371	172	American Instrument Co.
2381	173	American Lecithin Co.
2393	174	American Lithographic Varnish Co.
2401	175	American Lubricants, Inc
2411	176	American Machine & Foundry Co.
2527	177	American Machine and Metals, Inc
2539	178	American Maize-Products Co.
2551	179	American-Marietta Co.
2699	180	American Meat Institute Foundation
2711	181	American Metal Climax, Inc
2731	182	American Metal Products Co.
2743	183	American Meter Co.
2755	184	American Moton Corp
2769	185	American Mutual Liability Insurance Co.
2779	186	American Newspaper Publishers Assoc.
2791	187	American Oil Co.
2805	188	American Optical Co.
2845	189	American Pharmaceutical Co.
2851	190	American Potash & Chemical Corp
2901	191	American Radiator and Standard Sanitary Corp
2955	192	American Research & Manufacturing
2961	193	American Research & Testing Laboratories
2965	194	American Rocket Co.
2977	195	American-Saint Cobain Corp
2989	196	American Scientific Laboratories
2999	197	American Seal-Kap Corp
3009	198	American Seating Co.
3019	199	American Sisalkraft Corp
3029	200	American Smelting and Refining Co.
3039	201	American Society of Heating, Refrigerat
3051	202	American Spectrographic Laboratories
3059	203	American Speedlight Corp
3065	204	American Standards Testing Bureau, Inc
3077	205	American Steel Foundries,
3097	206	American Sterilizer Co.
3107	207	American Sugar Refining Co.
3119	208	American Synthetic Rubber Corp
3129	209	American Telephone & Telegraph Co.
3161	210	American Testing Laboratories
3173	211	American Thermos Products Co.
3181	212	American Thread Co.
3193	213	American Time Products, Inc
3201	214	American Tobacco Co.
3213	215	American Viscose Corp
3223	216	American Warming & Ventilating Co.
3229	217	American Water Softener Co.
3239	218	American Welding & Mfg. Co.
3249	219	American Writing Paper Corp
3259	220	American Zinc, Lead, & Smelting Co.
3281	221	Ames Laboratories
3293	222	Ames, M., Chemical Works, Inc
3303	223	Ames Rubber Corp
3313	224	Ames, W. R., Co.
3323	225	Ames, W. V-B, Co.
3335	226	Ampco Metal, Inc
3343	227	Amperex Electronic Corp
3353	228	Ampex Corp
3367	229	Amphenol-Borg Electronics Corp
3379	230	Amplifier Corp
3387	231	Anaconda Co.
3411	232	Analogue Controls Corp
3425	233	Analytical Measurements, Inc
3435	234	Anamet Laboratories
3445	235	Anchor Post Products, Inc
3455	236	Andel & Co.
3513	237	Andersen Laboratories
3525	238	Anderson, Clayton & Co.
3551	239	Anderson, Greenwood & Co.
3563	240	Anderson Laboratories
3573	241	Anderson Oil & Chemical Co.
3581	242	Anderson Physical Laboratory
3589	243	Anderson-Prichard Oil Corp
3597	244	Anderson, Robert Clark, Consulting Metal
3605	245	Andrea Radio Corp
3615	246	Andrew California Corp
3625	247	Andrew Corp
3639	248	Andrews Paper & Chemical Co.
3651	249	Anheuser-Busch, Inc
3661	250	Anken Chemical and Film Corp
3673	251	Annis, R. Co.
3681	252	ANRESCO
3693	253	Ansonia Wire & Cable Co.
3703	254	Ansul Chemical Co.
3711	255	Anton Electronic Laboratories
3721	256	Apache Powder Co.
3729	257	Apex Machine Co.
3737	258	Apex Smelting Co.
3749	259	Apollo Metal Works
3759	260	Appleton Coated Paper Co.
3769	261	Applied Biological Sciences Laboratory
3779	262	Applied Electronics Laboratories
3789	263	Applied Physics Corp
3799	264	Applied Psychology Corp
3809	265	Applied Radiation Corp
3819	266	Applied Research Laboratories
3829	267	Applied Research Laboratories
3845	268	Applied Science Laboratories
3853	269	Arapahoe Chemicals, Inc
3863	270	Archer-Daniels-Midland Co.
3893	271	Archer-Reed Co.
3903	272	Arcos Corp
3915	273	Arcs Research & Development Corp
3925	274	Arden Farms Co.
3937	275	Arenberg Ultrasonic Laboratory
3945	276	Arenol Chemical Corp
3953	277	Aries Associates
3965	278	Arizona Chemical Co.
3977	279	Arizona, University of. Numerical Analysis Laboratory
3983	280	Ark Electronics Corp
3991	281	Arkansas Co.
4001	282	Arlinco Research Laboratory
4009	283	Arlington Laboratory for Clinical Re
4019	284	Armco Steel Corp
4057	285	Armitage, John L., & Co.
4063	286	Armite Laboratories
4071	287	Armour and Co.
4163	288	Armour Research Foundation of Illinois Institute of Technology
4173	289	Armstrong Cork Co.
4185	290	Amar-Stone Laboratories
4193	291	Arnkurt Associate Engineers
4203	292	Arnold Engineering Co.
4221	293	Arnold Greene Testing Laboratories
4231	294	Arnold, Hoffman & Co.
4241	295	Amoux Corp
4251	296	Arrow Laboratories
4267	297	Arrow Tank Co.
4281	298	Art Crayon Co.
4293	299	Artisan Metal Products, Inc
4303	300	Arvey Corp
4321	301	Arwood Corp
4335	302	Asbury Graphite Mills, Inc
4345	303	Asch Equipment Co.
4353	304	Ash Grove Lime & Portland Cement Co.
4365	305	Ashland Oil and Refining Co.
4373	306	Asphalt Institute, College Park, Md.
4383	307	Assembly Products, Inc
4399	308	Associated Analytical Laboratories
4405	309	Associated Brands, Inc
4415	310	Associated Engineering & Manufacturing
4425	311	Associated Louver Laboratories
4435	312	Associated Research, Inc
4443	313	Associated Seed Growers, Inc
4455	314	Associated Spring Corp
4465	315	Associated Testing Laboratories
4475	316	Associated Valve Co.
4485	317	Association of American Railroads
4493	318	Astra, Inc
4505	319	Astra Technical Instrument Corp
4515	320	Astrometrics, Inc
4525	321	Atkomatic Valve Co.
4535	322	Atlantic Chemical Corp
4557	323	Atlantic Powdered Metals, Inc
4569	324	Atlantic Refining Co.
4581	325	Atlantic Research Corp
4599	326	Atlas Electric Devices Co.
4607	327	Atlas Mineral Products Co.
4619	328	Adas Powder Co.
4679	329	Atlas Refinery, Inc
4687	330	Atlas Sound Corp
4695	331	Atlas Testing Laboratory
4705	332	Atmospheric Research Group
4715	333	Atomic Basic Chemicals Corp
4727	334	Atomlab Products Co.
4737	335	Auburn Plastics, Inc
4747	336	Audio Instrument Co.
4755	337	Auerbach Electronics Corp
4763	338	Augstein, S., & Co.
4775	339	Austin Co.
4789	340	Automatic Electric Laboratories
4799	341	“Automatic” Sprinkler Corp
4805	342	Automatic Switch Co.
4823	343	Automation Consultants, Inc
4833	344	Automation Electronics, Inc
4841	345	Automation Engineers, Inc
4859	346	Automation Industries, Inc
4905	347	Autometric Corp
4919	348	Auto-Soler Co.
4929	349	Avco Corp
4977	350	Avery Adhesive Products, Inc
