1	1	A and A Laboratory
7	2	A. C. A. Laboratories
12	3	ACF Industries
25	4	A-L Special Design Products
30	5	A-P Controls Corporation
35	6	A. R. F. Products
41	7	Abbe Engineering Company
48	8	Abbott Laboratories
52	9	Abrams Aerial Survey Corporation
58	10	Abrams Instrument Corporation
63	11	Ace Engineering Company
68	12	Ace Engineering and Machine Company
74	13	Ace Glass
79	14	Aceto Chemical Company
82	15	Acheson Colloids Company
86	16	Acheson Dispersed Pigments Company
94	17	Acme Battery Corporation
99	18	Acme Electric Corporation
103	19	Acme Industries
108	20	Acme Protection Equipment Company
113	21	Acme Steel Company
122	22	Acme Wire Company
127	23	Adair Engineering Company
131	24	Adam Laboratory
135	25	Adams Company
140	26	Adams Manufacturing Company
145	27	Addressograph-Multigraph Corporation
150	28	Adhesive Products Corporation
156	29	Adhesive Products
162	30	Adolph’s Food Products Manufacturing
169	31	Advance Electronics Company
173	32	Advance Solvents & Chemical Corporation
178	33	Aeroon
182	34	Aerial Products
186	35	Aero Design & Engineering Company
191	36	Aero Electronics Company
195	37	Aero Medical Products
199	38	Aero Research Instrument Company
205	39	Aero Service Corporation
210	40	Aero Supply Manufacturing Company
216	41	Aerolux Lights Corporation
221	42	Aeronca Manufacturing Corporation
226	43	Aerophysics Development Corporation
230	44	Aerophysics Research Foundation
235	45	Aeroprojects
240	46	Aerotec Corporation
245	47	Aerovox Corporation
251	48	Aetna Casualty & Surety Company
256	49	Affiliated Research
263	50	Ahrendt Instrument Company
266	51	Air Associates
271	52	Air Products
276	53	Air Reduction Company
286	54	Air Refresher Manufacturing Company
290	55	Air & Refrigeration Corporation
295	56	Airborne Accessories Corporation
300	57	Airborne Instruments Laboratory
304	58	Aircraft Armaments
310	59	Aircraft-Marine Products
317	60	Aircraft Radio Corporation
322	61	Aircraft Tools
328	62	Airicem
333	63	Air-Marine Motors
338	64	Air-Maze Corporation
343	65	Airolite Company
348	66	Air-O-Tronics
356	67	Airpax Products Company
361	68	Airtronic Research
366	69	Air-Way Electric Appliance Corporation
371	70	Akeley Camera and Instrument Cor-
376	71	Alabama By-Products Corporation
384	72	Alar Products
391	73	Alban H
396	74	Albany Felt Company
401	75	Albion Malleable Iron Company
407	76	Alcar Instruments
411	77	Al-Chem Laboratory
415	78	Alco Oil and Chemical Corporation
420	79	Alcon Laboratories
426	80	Aldan Rubber Company
432	81	Aldridge Industrial Oils
438	82	Alfax Paper & Engineering Company
443	83	Alford
448	84	Algin Corporation of America
454	85	Algood Products
459	86	Alkydol Laboratories
466	87	Allegany Instrument Company
470	88	Allegheny Ludlum Steel Corporation
492	89	Allen-Bradley Company
497	90	Allen Industries
502	91	Alles
506	92	Alliance Manufacturing Company
509	93	Allied Analytical & Research Laboratories
512	94	Allied Chemical & Dye Corporation
560	95	Allied Laboratories
570	96	Allied Mills
577	97	Allied Ordnance Corporation
582	98	Allied Research Associates
586	99	Allied Research Products
590	100	Allis-Chalmers Manufacturing Company
603	101	Allis Company
608	102	Allison Company
614	103	Allison Laboratories
618	104	Alloy Manufacturing Company
623	105	Alloy Precision Castings Company
629	106	Alloy Products Company
634	107	Alloy Rods Company
639	108	Alloy Steel Products Company
644	109	All-State Welding Alloys Company
648	110	All-Tronics
653	111	Aloe Company
659	112	Alox Corporation
667	113	Alten Foundry & Machine Works
671	114	Alto Scientific Company
678	115	Alton Box Board Company
683	116	Aluminum Company of America
689	117	Aluminum Industries
695	118	Amalgamated Chemical Corporation
698	119	Amber Laboratories
704	120	Amerac
711	121	Amercoat Corporation
716	122	American Agar & Chemical Company
722	123	American Agile Corporation
727	124	American Agricultural Chemical Company
731	125	American Air Filter Company
736	126	American Alcolac Corporation
741	127	American Aniline Products
748	128	American Bakeries Company
758	129	American Bemberg-Beaunit Mills
768	130	American Biltrite Rubber Company
772	131	American BioChemical Laboratory
777	132	American Bio-Synthetics Corporation
783	133	American Blower Corporation
788	134	American Bosch Arma Corporation
799	135	American Bottlers of Carbonated Bever-
804	136	American Box Board Company
808	137	American Brake Shoe Company
835	138	 American Can Company
842	139	American Cast Iron Pipe Company
849	140	American Chemical Paint Company
853	141	American Chemical Service
858	142	American Chicle Company
862	143	American Cholesterol Products
866	144	American Chronoscope Corporation
870	145	American Colloid Company
875	146	American Color Research Laboratory
880	147	American Conditioning House
884	148	American Cyanamid Company
903	149	American Cystoscope Makers
908	150	American Dry Milk Institute
913	151	American Dyewood Company
918	152	American Electric Fusion Corporation
921	153	American Electro Metal Corporation
926	154	American Electronic Laboratories
931	155	American Encaustic Tiling Company
935	156	American Engineering Company
940	157	American Enka Corporation
945	158	American Excelsior Corporation
951	159	American Felt Company
956	160	American Finish & Chemical Company
962	161	American Furnace Company
966	162	American Gas Association
970	163	American Gas and Electric Service Cor-
976	164	American Greetings Corporation
981	165	American Gum Importers Laboratories
985	166	American Hard Rubber Company
990	167	American Hardware Corporation
996	168	American Home Products Corporation
1062	169	American Institute of Architects
1067	170	American Institute of Baking
1071	171	American Institute of Laundering
1076	172	American Institute for Research
1079	173	American Instrument Company
1085	174	American-La France-Foamite Corporation
1090	175	American Lanolin Corporation
1095	176	American Lecithin Company
1100	177	American Limoges China Corporation
1105	178	American Lithographic Varnish Company
1110	179	American Lubricants
1117	180	American Machine and Foundry Company
1205	181	American Maize-Products Company
1209	182	American Manufacturing Company
1213	183	American-Marietta Company
1252	184	American Meat Institute Foundation
1257	185	American Metal Products Company
1262	186	American Meter Company
1268	187	American Molasses Company
1274	188	American Monomer Corporation
1278	189	American Motors Corporation
1286	190	American Mutual Liability Insurance
1291	191	American Newspaper Publishers Associa-
1300	192	American Oil & Supply Company
1305	193	American Optical Company
1311	194	American Phenolic Corporation
1317	195	American Platinum Works
1322	196	American Potash & Chemical Corpora-
1328	197	American Preserve Company
1337	198	American Research & Manufacturing Cor-
1341	199	American Research and Testing Labora-
1345	200	American Resinous Chemicals Corporation
1348	201	American Rocket Company
1352	202	American Scientific Laboratories
1358	203	American Seal-Kap Corporation
1363	204	American Seating Company
1368	205	American Sisalkraft Corporation
1373	206	American Sid Company
1377	207	American Smelting and Refining Company
1382	208	American Society of Heating and Air-
1388	209	American Spectrographic Laboratories
1393	210	American Speedlight Corporation
1397	211	American Standards Testing Bureau
1401	212	American Steel Foundries
1409	213	American Sterilizer Company
1415	214	 American Telephone and Telegraph Company; Western Electric Company
1434	215	American Testing Laboratories
1440	216	American Thermos Bottle Company
1445	217	American Thread Company
1450	218	American Time Products
1455	219	American Tobacco Company
1462	220	American Viscose Corporation
1468	221	American Wanning & Ventilating Company
1472	222	American Water Softener Company
1477	223	American Welding & Manufacturing Company
1481	224	American Wheelabrator & Equipment
1486	225	American Window Class Company
1491	226	American Writing Paper Corporation
1496	227	American Zinc Sales Company
1501	228	Ames Company
1506	229	Ames Company
1511	230	Ames Laboratories
1516	231	Ames Rubber Corporation
1522	232	Ampco Metal
1527	233	Amperex Electronic Corporation
1531	234	Ampex Corporation
1535	235	Amplifier Corporation of America
1540	236	Anaconda Copper Mining Company* 25
1563	237	Anaconda Wire & Cable Company
1574	238	Analytical Measurements
1578	239	Anchor Post Products
1584	240	Anderegg
1589	241	Andersen Laboratories
1595	242	Anderson
1605	243	Anderson Company
1610	244	Anderson
1616	245	Anderson Laboratories
1620	246	Anderson Oil Company
1624	247	Anderson Physical Laboratory
1628	248	Anderson-Prichard Oil Corporation
1639	249	Andrea Radio Corporation
1644	250	Andrew Corporation
1650	251	Andrews
1654	252	Andrews Paper Company
1659	253	Anemostat Corporation of America
1666	254	Angier Chemical Company
1669	255	Angier Corporation
1674	256	Angier Products
1678	257	Anheuser-Busch
1683	258	Anken Chemical & Film Corporation
1689	259	Annis Company
1694	260	Annis Electric Research Laboratory
1698	261	Anresco
1702	262	Ansbacher-Siegle Corporation
1707	263	Ansonia Wire & Cable Company
1712	264	Ansul Chemical Company
1718	265	Anton Electronic Laboratories
1722	266	Apache Powder Company
1729	267	Apex Chemical Company
1734	268	Apex Color Works
1739	269	Apex Electrical Manufacturing Company
1744	270	Apex Machine Company
1749	271	Apex Smelting Company
1754	272	Apollo Metal Works
1759	273	Apothecaries Hall Company
1764	274	Appleton Coated Paper Company
1769	275	Applied Engineering Associates
1772	276	Applied Physics Corporation
1775	277	Applied Psychology Corporation
1779	278	Applied Radiation Corporation
1784	279	Applied Research Laboratories
1789	280	Applied Research Laboratories of Florida
1793	281	Applied Science Laboratories
1800	282	Applied Technology Service
1804	283	Arapahoe Chemicals
1809	284	Archer-Daniels-Midland Company
1824	285	Arcos Corporation
1828	286	Arcrods Corporation
1833	287	Arcs Research & Development Corpora-
1837	288	Arden Farms Company
1842	289	Arenberg Ultrasonic Laboratory
1846	290	Arenol Chemical Corporation
1851	291	Argus Cameras
1856	292	Argus Chemical Corporation
1863	293	Aries & Associates
1868	294	Arizona Research Consultants
1873	295	Arizona Testing Laboratories
1877	296	Ark Engineering Company
1882	297	Arkell and Smiths
1887	298	Ariinco Research Laboratory
1896	299	Armco Drainage & Metal Products
1901	300	Armco Steel Corporation
1916	301	Armitage & Company
1920	302	Armour and Company
1940	303	Armour Research Foundation of Illinois
1945	304	Armstrong Cork Company
1952	305	Armstrong Furnace Company
1957	306	Armstrong Paint & Varnish Works
1961	307	Amer Company
1966	308	Amkurt Associate Engineers
1970	309	Arnold Associates
1974	310	Arnold Engineering Company
1978	311	Arnold
1984	312	Arc Equipment Corporation
1990	313	Arrow Laboratories
1995	314	Art Crayon Company
2001	315	Artisan Metal Products
2006	316	Arwood Precision Casting Corporation
2010	317	Asbury Graphite Mills
2015	318	Asch Equipment Company
2020	319	Ash Grove Lime & Portland Cement Com-
